DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB00500,Tolmetin,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00501,Cimetidine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00501,Cimetidine,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00501,Cimetidine,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00501,Cimetidine,SmallMoleculeDrug,O75751,Solute carrier family 22 member 3
DB00501,Cimetidine,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00501,Cimetidine,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00501,Cimetidine,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00501,Cimetidine,SmallMoleculeDrug,Q96FL8,Multidrug and toxin extrusion protein 1
DB00501,Cimetidine,SmallMoleculeDrug,Q9H015,Solute carrier family 22 member 4
DB00501,Cimetidine,SmallMoleculeDrug,Q9NSA0,Solute carrier family 22 member 11
DB00501,Cimetidine,SmallMoleculeDrug,Q9Y694,Solute carrier family 22 member 7
DB00501,Cimetidine,SmallMoleculeDrug,O95342,Bile salt export pump
DB00501,Cimetidine,SmallMoleculeDrug,Q86VL8,Multidrug and toxin extrusion protein 2
DB00502,Haloperidol,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00503,Ritonavir,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00503,Ritonavir,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB00503,Ritonavir,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00503,Ritonavir,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00503,Ritonavir,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00503,Ritonavir,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00503,Ritonavir,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00503,Ritonavir,SmallMoleculeDrug,O95342,Bile salt export pump
DB00503,Ritonavir,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00508,Triflupromazine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00509,Dextrothyroxine,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00509,Dextrothyroxine,SmallMoleculeDrug,Q9NYB5,Solute carrier organic anion transporter family member 1C1
DB00509,Dextrothyroxine,SmallMoleculeDrug,Q96BD0,Solute carrier organic anion transporter family member 4A1
DB00509,Dextrothyroxine,SmallMoleculeDrug,Q6ZQN7,Solute carrier organic anion transporter family member 4C1
DB00509,Dextrothyroxine,SmallMoleculeDrug,Q01650,Large neutral amino acids transporter small subunit 1
DB00515,Cisplatin,SmallMoleculeDrug,O15438,Canalicular multispecific organic anion transporter 2
DB00515,Cisplatin,SmallMoleculeDrug,O15440,Multidrug resistance-associated protein 5
DB00515,Cisplatin,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00515,Cisplatin,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00515,Cisplatin,SmallMoleculeDrug,O15431,High affinity copper uptake protein 1
DB00515,Cisplatin,SmallMoleculeDrug,O15432,Probable low affinity copper uptake protein 2
DB00515,Cisplatin,SmallMoleculeDrug,O95255,Multidrug resistance-associated protein 6
DB00515,Cisplatin,SmallMoleculeDrug,P35670,Copper-transporting ATPase 2
DB00515,Cisplatin,SmallMoleculeDrug,Q04656,Copper-transporting ATPase 1
DB00515,Cisplatin,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00518,Albendazole,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00519,Trandolapril,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB00519,Trandolapril,SmallMoleculeDrug,Q16348,Solute carrier family 15 member 2
DB00520,Caspofungin,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00520,Caspofungin,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00520,Caspofungin,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00520,Caspofungin,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00520,Caspofungin,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00523,Alitretinoin,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00526,Oxaliplatin,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00526,Oxaliplatin,SmallMoleculeDrug,O15431,High affinity copper uptake protein 1
DB00526,Oxaliplatin,SmallMoleculeDrug,O75751,Solute carrier family 22 member 3
DB00526,Oxaliplatin,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00526,Oxaliplatin,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00526,Oxaliplatin,SmallMoleculeDrug,P35670,Copper-transporting ATPase 2
DB00526,Oxaliplatin,SmallMoleculeDrug,Q04656,Copper-transporting ATPase 1
DB00529,Foscarnet,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00529,Foscarnet,SmallMoleculeDrug,P53985,Monocarboxylate transporter 1
DB00530,Erlotinib,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00530,Erlotinib,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00530,Erlotinib,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00533,Rofecoxib,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
DB00535,Cefdinir,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00535,Cefdinir,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB00535,Cefdinir,SmallMoleculeDrug,Q16348,Solute carrier family 15 member 2
DB00535,Cefdinir,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00535,Cefdinir,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00536,Guanidine,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00536,Guanidine,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00536,Guanidine,SmallMoleculeDrug,O75751,Solute carrier family 22 member 3
DB00536,Guanidine,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00536,Guanidine,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00536,Guanidine,SmallMoleculeDrug,Q9H015,Solute carrier family 22 member 4
DB00536,Guanidine,SmallMoleculeDrug,Q96FL8,Multidrug and toxin extrusion protein 1
DB00536,Guanidine,SmallMoleculeDrug,Q86VL8,Multidrug and toxin extrusion protein 2
DB00537,Ciprofloxacin,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00537,Ciprofloxacin,SmallMoleculeDrug,Q96FL8,Multidrug and toxin extrusion protein 1
DB00537,Ciprofloxacin,SmallMoleculeDrug,Q86VL8,Multidrug and toxin extrusion protein 2
DB00539,Toremifene,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00540,Nortriptyline,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB00540,Nortriptyline,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00541,Vincristine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00541,Vincristine,SmallMoleculeDrug,O15438,Canalicular multispecific organic anion transporter 2
DB00541,Vincristine,SmallMoleculeDrug,O75751,Solute carrier family 22 member 3
DB00541,Vincristine,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB00541,Vincristine,SmallMoleculeDrug,Q5T3U5,Multidrug resistance-associated protein 7
DB00541,Vincristine,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00541,Vincristine,SmallMoleculeDrug,O95342,Bile salt export pump
DB00541,Vincristine,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00541,Vincristine,SmallMoleculeDrug,Q15311,RalA-binding protein 1
DB00541,Vincristine,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00541,Vincristine,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00542,Benazepril,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB00542,Benazepril,SmallMoleculeDrug,Q16348,Solute carrier family 15 member 2
DB00544,Fluorouracil,SmallMoleculeDrug,Q9Y694,Solute carrier family 22 member 7
DB00544,Fluorouracil,SmallMoleculeDrug,Q99808,Equilibrative nucleoside transporter 1
DB00544,Fluorouracil,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00544,Fluorouracil,SmallMoleculeDrug,O15438,Canalicular multispecific organic anion transporter 2
DB00544,Fluorouracil,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
DB00544,Fluorouracil,SmallMoleculeDrug,O15440,Multidrug resistance-associated protein 5
DB00549,Zafirlukast,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00549,Zafirlukast,SmallMoleculeDrug,Q14973,Sodium/bile acid cotransporter
DB00554,Piroxicam,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00554,Piroxicam,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00554,Piroxicam,SmallMoleculeDrug,Q9NSA0,Solute carrier family 22 member 11
DB00554,Piroxicam,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00555,Lamotrigine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00555,Lamotrigine,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00555,Lamotrigine,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00557,Hydroxyzine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00559,Bosentan,SmallMoleculeDrug,O95342,Bile salt export pump
DB00563,Methotrexate,SmallMoleculeDrug,O15438,Canalicular multispecific organic anion transporter 2
DB00563,Methotrexate,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
DB00563,Methotrexate,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB00563,Methotrexate,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00563,Methotrexate,SmallMoleculeDrug,Q5T3U5,Multidrug resistance-associated protein 7
DB00563,Methotrexate,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00563,Methotrexate,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00563,Methotrexate,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00563,Methotrexate,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00563,Methotrexate,SmallMoleculeDrug,P53985,Monocarboxylate transporter 1
DB00563,Methotrexate,SmallMoleculeDrug,Q96J66,ATP-binding cassette sub-family C member 11
DB00563,Methotrexate,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00563,Methotrexate,SmallMoleculeDrug,Q9NSA0,Solute carrier family 22 member 11
DB00563,Methotrexate,SmallMoleculeDrug,Q9NYB5,Solute carrier organic anion transporter family member 1C1
DB00563,Methotrexate,SmallMoleculeDrug,Q9UIG8,Solute carrier organic anion transporter family member 3A1
DB00563,Methotrexate,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00563,Methotrexate,SmallMoleculeDrug,Q9Y694,Solute carrier family 22 member 7
DB00563,Methotrexate,SmallMoleculeDrug,Q96NT5,Proton-coupled folate transporter
DB00563,Methotrexate,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00563,Methotrexate,SmallMoleculeDrug,Q6ZQN7,Solute carrier organic anion transporter family member 4C1
DB00563,Methotrexate,SmallMoleculeDrug,P41440,Folate transporter 1
DB00563,Methotrexate,SmallMoleculeDrug,P15328,Folate receptor alpha
DB00563,Methotrexate,SmallMoleculeDrug,P14207,Folate receptor beta
DB00563,Methotrexate,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB00563,Methotrexate,SmallMoleculeDrug,Q7Z2H8,Proton-coupled amino acid transporter 1
DB00564,Carbamazepine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00564,Carbamazepine,SmallMoleculeDrug,Q15311,RalA-binding protein 1
DB00564,Carbamazepine,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00567,Cephalexin,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00567,Cephalexin,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB00567,Cephalexin,SmallMoleculeDrug,Q16348,Solute carrier family 15 member 2
DB00567,Cephalexin,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00567,Cephalexin,SmallMoleculeDrug,Q96FL8,Multidrug and toxin extrusion protein 1
DB00567,Cephalexin,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00570,Vinblastine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00570,Vinblastine,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB00570,Vinblastine,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00570,Vinblastine,SmallMoleculeDrug,O95255,Multidrug resistance-associated protein 6
DB00570,Vinblastine,SmallMoleculeDrug,O95342,Bile salt export pump
DB00570,Vinblastine,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00571,Propranolol,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00571,Propranolol,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00572,Atropine,SmallMoleculeDrug,O95342,Bile salt export pump
DB00575,Clonidine,SmallMoleculeDrug,O75751,Solute carrier family 22 member 3
DB00575,Clonidine,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00575,Clonidine,SmallMoleculeDrug,Q9H015,Solute carrier family 22 member 4
DB00577,Valaciclovir,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB00577,Valaciclovir,SmallMoleculeDrug,Q16348,Solute carrier family 15 member 2
DB00577,Valaciclovir,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00577,Valaciclovir,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00577,Valaciclovir,SmallMoleculeDrug,Q9UN76,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)
DB00577,Valaciclovir,SmallMoleculeDrug,Q12908,Ileal sodium/bile acid cotransporter
DB00578,Carbenicillin,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00583,Levocarnitine,SmallMoleculeDrug,Q9H015,Solute carrier family 22 member 4
DB00583,Levocarnitine,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00583,Levocarnitine,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00583,Levocarnitine,SmallMoleculeDrug,Q86VW1,Solute carrier family 22 member 16
DB00583,Levocarnitine,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00584,Enalapril,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00584,Enalapril,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB00584,Enalapril,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00584,Enalapril,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00584,Enalapril,SmallMoleculeDrug,Q9Y694,Solute carrier family 22 member 7
DB00584,Enalapril,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00585,Nizatidine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00586,Diclofenac,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00586,Diclofenac,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
DB00586,Diclofenac,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB00586,Diclofenac,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00586,Diclofenac,SmallMoleculeDrug,Q9NSA0,Solute carrier family 22 member 11
DB00586,Diclofenac,SmallMoleculeDrug,Q9NYB5,Solute carrier organic anion transporter family member 1C1
DB00586,Diclofenac,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00586,Diclofenac,SmallMoleculeDrug,O95342,Bile salt export pump
DB00586,Diclofenac,SmallMoleculeDrug,P35499,Sodium channel protein type 4 subunit alpha
DB00586,Diclofenac,SmallMoleculeDrug,P78348,Acid-sensing ion channel 1
DB00586,Diclofenac,SmallMoleculeDrug,O43526,Potassium voltage-gated channel subfamily KQT member 2
DB00586,Diclofenac,SmallMoleculeDrug,O43525,Potassium voltage-gated channel subfamily KQT member 3
DB00586,Diclofenac,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00588,Fluticasone propionate,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00588,Fluticasone propionate,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00590,Doxazosin,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00590,Doxazosin,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00594,Amiloride,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00594,Amiloride,SmallMoleculeDrug,Q9H015,Solute carrier family 22 member 4
DB00595,Oxytetracycline,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00595,Oxytetracycline,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00595,Oxytetracycline,SmallMoleculeDrug,Q9NSA0,Solute carrier family 22 member 11
DB00595,Oxytetracycline,SmallMoleculeDrug,Q9Y694,Solute carrier family 22 member 7
DB00598,Labetalol,SmallMoleculeDrug,Q2M3G0,ATP-binding cassette sub-family B member 5
DB00601,Linezolid,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00601,Linezolid,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00602,Ivermectin,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00602,Ivermectin,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB00602,Ivermectin,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00602,Ivermectin,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00602,Ivermectin,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00602,Ivermectin,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00603,Medroxyprogesterone acetate,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00605,Sulindac,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00606,Cyclothiazide,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00607,Nafcillin,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00608,Chloroquine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00612,Bisoprolol,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00613,Amodiaquine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00615,Rifabutin,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00619,Imatinib,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00619,Imatinib,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00619,Imatinib,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00619,Imatinib,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00619,Imatinib,SmallMoleculeDrug,Q99758,ATP-binding cassette sub-family A member 3
DB00619,Imatinib,SmallMoleculeDrug,O95342,Bile salt export pump
DB00619,Imatinib,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00619,Imatinib,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB00619,Imatinib,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00619,Imatinib,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00619,Imatinib,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
DB00619,Imatinib,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00622,Nicardipine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00622,Nicardipine,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00622,Nicardipine,SmallMoleculeDrug,O95342,Bile salt export pump
DB00623,Fluphenazine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00624,Testosterone,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00624,Testosterone,SmallMoleculeDrug,Q9Y694,Solute carrier family 22 member 7
DB00624,Testosterone,SmallMoleculeDrug,Q14973,Sodium/bile acid cotransporter
DB00624,Testosterone,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00624,Testosterone,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00625,Efavirenz,SmallMoleculeDrug,O95342,Bile salt export pump
DB00625,Efavirenz,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00626,Bacitracin,SmallMoleculeDrug,P42332,Bacitracin transport ATP-binding protein BcrA
DB00626,Bacitracin,SmallMoleculeDrug,P42333,Bacitracin transport permease protein BCRB
DB00626,Bacitracin,SmallMoleculeDrug,P42334,Bacitracin transport permease protein BcrC
DB00627,Niacin,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00627,Niacin,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00627,Niacin,SmallMoleculeDrug,P53985,Monocarboxylate transporter 1
DB00627,Niacin,SmallMoleculeDrug,Q8N695,Sodium-coupled monocarboxylate transporter 1
DB00627,Niacin,SmallMoleculeDrug,O15427,Monocarboxylate transporter 4
DB00631,Clofarabine,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00635,Prednisone,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00635,Prednisone,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00637,Astemizole,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00637,Astemizole,SmallMoleculeDrug,O95342,Bile salt export pump
DB00640,Adenosine,SmallMoleculeDrug,Q99808,Equilibrative nucleoside transporter 1
DB00640,Adenosine,SmallMoleculeDrug,Q14542,Equilibrative nucleoside transporter 2
DB00640,Adenosine,SmallMoleculeDrug,Q9BZD2,Equilibrative nucleoside transporter 3
DB00640,Adenosine,SmallMoleculeDrug,Q7RTT9,Equilibrative nucleoside transporter 4
DB00640,Adenosine,SmallMoleculeDrug,O00337,Sodium/nucleoside cotransporter 1
DB00640,Adenosine,SmallMoleculeDrug,O43868,Sodium/nucleoside cotransporter 2
DB00640,Adenosine,SmallMoleculeDrug,P17302,Gap junction alpha-1 protein
DB00640,Adenosine,SmallMoleculeDrug,Q9HAS3,Solute carrier family 28 member 3
DB00641,Simvastatin,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00641,Simvastatin,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00641,Simvastatin,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00641,Simvastatin,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00641,Simvastatin,SmallMoleculeDrug,O95342,Bile salt export pump
DB00641,Simvastatin,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00641,Simvastatin,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00642,Pemetrexed,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00642,Pemetrexed,SmallMoleculeDrug,P41440,Folate transporter 1
DB00642,Pemetrexed,SmallMoleculeDrug,Q96NT5,Proton-coupled folate transporter
DB00642,Pemetrexed,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00642,Pemetrexed,SmallMoleculeDrug,O15440,Multidrug resistance-associated protein 5
DB00642,Pemetrexed,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00642,Pemetrexed,SmallMoleculeDrug,Q9NSA0,Solute carrier family 22 member 11
DB00646,Nystatin,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00646,Nystatin,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00648,Mitotane,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00649,Stavudine,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00649,Stavudine,SmallMoleculeDrug,O00337,Sodium/nucleoside cotransporter 1
DB00650,Leucovorin,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00652,Pentazocine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00654,Latanoprost,SmallMoleculeDrug,Q92959,Solute carrier organic anion transporter family member 2A1
DB00654,Latanoprost,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00654,Latanoprost,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00655,Estrone,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00655,Estrone,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00655,Estrone,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00655,Estrone,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00655,Estrone,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00655,Estrone,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00656,Trazodone,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00659,Acamprosate,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00661,Verapamil,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00661,Verapamil,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00661,Verapamil,SmallMoleculeDrug,Q9H015,Solute carrier family 22 member 4
DB00661,Verapamil,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00661,Verapamil,SmallMoleculeDrug,O15438,Canalicular multispecific organic anion transporter 2
DB00661,Verapamil,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00661,Verapamil,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00661,Verapamil,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB00661,Verapamil,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
DB00661,Verapamil,SmallMoleculeDrug,Q5T3U5,Multidrug resistance-associated protein 7
DB00661,Verapamil,SmallMoleculeDrug,Q96FL8,Multidrug and toxin extrusion protein 1
DB00661,Verapamil,SmallMoleculeDrug,Q86VL8,Multidrug and toxin extrusion protein 2
DB00668,Epinephrine,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00668,Epinephrine,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00669,Sumatriptan,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00669,Sumatriptan,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
